Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
BISC-2628,Biscayne National Park,Vascular Plant,Sapindales,Anacardiaceae,Schinus terebinthifolius,"Brazilian Peppertree, Brazilian Pepper-Tree, Christmas Berry, Christmasberry, Florida Holly, Warui",Approved,Present,Not Native,Common,,,
BISC-2629,Biscayne National Park,Vascular Plant,Sapindales,Burseraceae,Bursera simaruba,"Gumbo Limbo, West Indian Birch",Approved,Present,Native,Common,,,
BISC-2630,Biscayne National Park,Vascular Plant,Sapindales,Meliaceae,Swietenia mahagoni,West Indian Mahogany,Approved,Present,Native,Common,,,
BISC-2631,Biscayne National Park,Vascular Plant,Sapindales,Rutaceae,Amyris elemifera,"Sea Torchwood, Torchwood",Approved,Present,Native,Common,,,
BISC-2632,Biscayne National Park,Vascular Plant,Sapindales,Rutaceae,Citrus aurantifolia,None,Approved,Present,Not Native,Rare,,,
BISC-2633,Biscayne National Park,Vascular Plant,Sapindales,Rutaceae,Citrus aurantium,Sour Orange,Approved,Not Confirmed,Not Native,,,,
BISC-2634,Biscayne National Park,Vascular Plant,Sapindales,Rutaceae,Citrus limon,None,Approved,Not Confirmed,Not Native,,,,
BISC-2635,Biscayne National Park,Vascular Plant,Sapindales,Rutaceae,Citrus reticulata,Tangerine,Approved,Not Confirmed,Not Native,,,,
BISC-2636,Biscayne National Park,Vascular Plant,Sapindales,Rutaceae,Zanthoxylum fagara,Lime Pricklyash,Approved,Present,Native,Common,,,
BISC-2637,Biscayne National Park,Vascular Plant,Sapindales,Sapindaceae,Cardiospermum corindum,"Faux Persil, Faux-Persil",Approved,Present,Native,Rare,,,
BISC-2638,Biscayne National Park,Vascular Plant,Sapindales,Sapindaceae,Cardiospermum halicacabum,"Balloonvine, Love In A Puff",Approved,Not Present (False Report),Not Native,,,,
BISC-2639,Biscayne National Park,Vascular Plant,Sapindales,Sapindaceae,Cardiospermum microcarpum,Heartseed,Approved,Present,Native,Rare,,,
BISC-2640,Biscayne National Park,Vascular Plant,Sapindales,Sapindaceae,Dodonaea viscosa,"Florida Hopbush, Hopbush, Hopseed Bush",Approved,Present,Native,Rare,,,
BISC-2641,Biscayne National Park,Vascular Plant,Sapindales,Sapindaceae,Exothea paniculata,"Butterbough, Inkwood",Approved,Present,Native,Common,,,
BISC-2642,Biscayne National Park,Vascular Plant,Sapindales,Sapindaceae,Melicoccus bijugatus,Spanish Lime,Approved,Not Present (Historical Report),Not Native,,,,
BISC-2643,Biscayne National Park,Vascular Plant,Sapindales,Sapindaceae,Sapindus saponaria,"Western Soapberry, Wingleaf Soapberry",Approved,Present,Native,Uncommon,,,
BISC-2644,Biscayne National Park,Vascular Plant,Sapindales,Simaroubaceae,Simarouba glauca,"Bitter Ash, Bitter Damson, Bitterwood, Paradise Tree, Paradisetree, Paradise-Tree",Approved,Present,Native,Uncommon,,,
BISC-2645,Biscayne National Park,Vascular Plant,Saxifragales,Crassulaceae,Kalanchoe daigremontiana,Devil's Backbone,Approved,Not Present (Historical Report),Not Native,,,,
BISC-2646,Biscayne National Park,Vascular Plant,Saxifragales,Crassulaceae,Kalanchoe delagoensis,Chandelier Plant,Approved,Not Present (Historical Report),Not Native,,,,
BISC-2647,Biscayne National Park,Vascular Plant,Saxifragales,Crassulaceae,Kalanchoe fedtschenkoi,Lavender Scallops,Approved,Not Present (Historical Report),Not Native,,,,
BISC-2648,Biscayne National Park,Vascular Plant,Saxifragales,Crassulaceae,Kalanchoe gastonis-bonnieri,Palm Beachbells,Approved,Not Present (Historical Report),Not Native,,,,
BISC-2649,Biscayne National Park,Vascular Plant,Saxifragales,Crassulaceae,Kalanchoe pinnata,Cathedral Bells,Approved,Present,Not Native,Rare,,,
BISC-2650,Biscayne National Park,Vascular Plant,Saxifragales,Haloragaceae,Proserpinaca palustris,"Marsh Mermaidweed, Marsh Mermaid-Weed",Approved,Not Confirmed,Native,,,,
BISC-2651,Biscayne National Park,Vascular Plant,Schizaeales,Anemiaceae,Anemia adiantifolia,"Pine Fern, Pineland Fern",Approved,Present,Native,Rare,,,
BISC-2652,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Dichondra carolinensis,"Carolina Ponysfoot, Grass Ponysfoot",Approved,Present,Native,Rare,,,
BISC-2653,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea alba,"Tropical White Morningglory, Tropical White Morning-Glory",Approved,Not Confirmed,Native,,,,
BISC-2654,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea batatas,Sweet Potato,Approved,Not Present (Historical Report),Not Native,,,,
BISC-2655,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea hederacea,None,Approved,Present,Native,Rare,,,
BISC-2656,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea indica,"Blue Morningglory, Oceanblue Morningglory, Oceanblue Morning-Glory",Approved,Not Present (False Report),Not Native,,,,
BISC-2657,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea indica var. acuminata,None,Approved,Present,Native,Common,,,
BISC-2658,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea pes-caprae,Bayhops,Approved,Not Present (False Report),Not Native,,,,
BISC-2659,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea pes-caprae ssp. brasiliensis,Brazilian Bayhops,Approved,Present,Native,Rare,,,
BISC-2660,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea triloba,"Littlebell, Three-Lobed Morning-Glory",Approved,Present,Not Native,Rare,,,
BISC-2661,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea violacea,"Beach Moonflower, Heavenlyblue Morningglory, Heavenlyblue Morning-Glory, Ololiuqui, Sea Moonflower",Approved,Present,Native,Uncommon,,,
BISC-2662,Biscayne National Park,Vascular Plant,Solanales,Convolvulaceae,Jacquemontia curtissii,"Pineland Clustervine, Pineland Jacquemontia",Approved,Not Present (False Report),Native,,,Species of Concern,
BISC-2663,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Capsicum annuum var. glabriusculum,"Cayenne Pepper, Chilipiquin",Approved,Present,Native,Rare,,,
BISC-2664,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Capsicum frutescens,None,Approved,Not Present (False Report),Native,,,,
BISC-2665,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Cestrum diurnum,"Day Cestrum, Day Flowering Jessamine, Day Jasmine, Day Jessamine, Inkberry, Tentanchinu, Thauthau, Tintan China",Approved,Present,Not Native,Rare,,,
BISC-2666,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Lycium carolinianum,"Carolina Desert-Thorn, Carolina Wolfberry",Approved,Present,Native,Uncommon,,,
BISC-2667,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Physalis angulata,"Cutleaf Groundcherry, Cut-Leaf Ground-Cherry, Lanceleaf Groundcherry",Approved,Present,Native,Rare,,,
BISC-2668,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Solanum americanum,American Black Nightshade,Approved,Not Present (False Report),Native,,,,
BISC-2669,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Solanum americanum,"American Black Nightshade, Common Purple Nightshade, Smallflower Nightshade",Approved,Present,Native,Rare,,,
BISC-2670,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Solanum bahamense,Bahama Nightshade,Approved,Present,Native,Uncommon,,,
BISC-2671,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Solanum chenopodioides,Goosefoot Nightshade,Approved,Not Present (False Report),Native,,,,
BISC-2672,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Solanum erianthum,"Mullein Nightshade, Potatotree",Approved,Present,Native,Uncommon,,,
BISC-2673,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Solanum nigrescens,Divine Nightshade,Approved,Not Present (False Report),Not Native,,,,
BISC-2674,Biscayne National Park,Vascular Plant,Solanales,Solanaceae,Solanum verbascifolium,None,Approved,Present,Native,Rare,,,
BISC-2675,Biscayne National Park,Vascular Plant,Vitales,Vitaceae,Cissus verticillata,Possum Grape,Approved,Present,Native,Occasional,,,
BISC-2676,Biscayne National Park,Vascular Plant,Vitales,Vitaceae,Parthenocissus quinquefolia,"American Ivy, Fiveleaved Ivy, Virginia Creeper, Woodbine",Approved,Present,Native,Rare,,,
BISC-2677,Biscayne National Park,Vascular Plant,Vitales,Vitaceae,Vitis rotundifolia,"Muscadine, Muscadine Grape",Approved,Present,Native,Common,,,
BISC-2678,Biscayne National Park,Vascular Plant,Zingiberales,Musaceae,Musa acuminata,Edible Banana,Approved,Present,Not Native,Rare,,,
BISC-2679,Biscayne National Park,Vascular Plant,Zygophyllales,Zygophyllaceae,Guajacum sanctum,Holywood,Approved,Present,Native,Rare,,,
BISC-2680,Biscayne National Park,Vascular Plant,Zygophyllales,Zygophyllaceae,Tribulus cistoides,"Jamaican Feverplant, Puncture Vine",Approved,Present,Not Native,Rare,,,
BISC-2681,Biscayne National Park,Insect,,,Lasioglossum puteulanum,None,Approved,Present,Native,Unknown,,,
BISC-2682,Biscayne National Park,Insect,Hymenoptera,Apidae,Apis mellifera,Honey Bee,Approved,Present,Not Native,Unknown,,,
BISC-2683,Biscayne National Park,Insect,Hymenoptera,Apidae,Euglossa dilemma,None,Approved,Present,Not Native,Unknown,,,
BISC-2684,Biscayne National Park,Insect,Hymenoptera,Apidae,Melissodes communis,None,Approved,Present,Native,Unknown,,,
BISC-2685,Biscayne National Park,Insect,Hymenoptera,Halictidae,Augochloropsis anonyma,None,Approved,Present,Native,Unknown,,,
BISC-2686,Biscayne National Park,Insect,Hymenoptera,Halictidae,Halictus poeyi,None,Approved,Present,Native,Unknown,,,
BISC-2687,Biscayne National Park,Insect,Hymenoptera,Halictidae,Lasioglossum,None,Approved,Present,Native,Unknown,,,
BISC-2688,Biscayne National Park,Insect,Hymenoptera,Halictidae,Lasioglossum eleutherense,None,Approved,Present,Not Native,Unknown,,,
BISC-2689,Biscayne National Park,Insect,Hymenoptera,Halictidae,Lasioglossum flaveriae,None,Approved,Present,Native,Unknown,,,
BISC-2690,Biscayne National Park,Insect,Hymenoptera,Halictidae,Lasioglossum lepidii,None,Approved,Present,Native,Unknown,,,
BISC-2691,Biscayne National Park,Insect,Hymenoptera,Halictidae,Lasioglossum surianae,None,Approved,Present,Native,Unknown,,,
BISC-2692,Biscayne National Park,Invertebrate,,,Madracis auretenra,Ten-Ray Star Coral,Approved,Present,Native,Rare,,,
BISC-2693,Biscayne National Park,Invertebrate,,,Pseudodiploria clivosa,Knobby Brain Coral,Approved,Present,Native,Occasional,,,
BISC-2694,Biscayne National Park,Invertebrate,,,Pseudodiploria strigosa,Symmetrical Brain Coral,Approved,Present,Native,Uncommon,,,
BISC-2695,Biscayne National Park,Invertebrate,,,Undaria agaricites,Lettuce Coral,Approved,Present,Native,Common,,,
BISC-2696,Biscayne National Park,Invertebrate,Anthoathecatae,Milleporidae,Millepora alcicornis,Fire Coral,Approved,Present,Native,Common,,,
BISC-2697,Biscayne National Park,Invertebrate,Anthoathecatae,Milleporidae,Millepora complanata,Bladed Fire Coral,Approved,Present,Native,Occasional,,,
BISC-2698,Biscayne National Park,Invertebrate,Anthoathecatae,Milleporidae,Millepora squarrosa,None,Approved,Present,Native,Rare,,,
BISC-2699,Biscayne National Park,Invertebrate,Scleractinia,Acroporidae,Acropora cervicornis,Staghorn Coral,Approved,Present,Native,Occasional,,Threatened,
BISC-2700,Biscayne National Park,Invertebrate,Scleractinia,Acroporidae,Acropora palmata,Elkhorn Coral,Approved,Present,Native,Occasional,,Threatened,
BISC-2701,Biscayne National Park,Invertebrate,Scleractinia,Agariciidae,Agaricia fragilis,None,Approved,Present,Native,Rare,,,
BISC-2702,Biscayne National Park,Invertebrate,Scleractinia,Agariciidae,Helioseris cucullata,None,Approved,Present,Native,Occasional,,,
BISC-2703,Biscayne National Park,Invertebrate,Scleractinia,Astrocoeniidae,Stephanocoenia intersepta,None,Approved,Present,Native,Uncommon,,,
BISC-2704,Biscayne National Park,Invertebrate,Scleractinia,Caryophylliidae,Eusmilia fastigiata,Smooth Flower Coral,Approved,Present,Native,Rare,,,
BISC-2705,Biscayne National Park,Invertebrate,Scleractinia,Faviidae,Colpophyllia natans,Boulder Brain Coral,Approved,Present,Native,Occasional,,,
BISC-2706,Biscayne National Park,Invertebrate,Scleractinia,Faviidae,Diploria labyrinthiformis,Grooved Brain Coral,Approved,Present,Native,Occasional,,,
BISC-2707,Biscayne National Park,Invertebrate,Scleractinia,Faviidae,Favia fragum,Golfball Coral,Approved,Present,Native,Rare,,,
BISC-2708,Biscayne National Park,Invertebrate,Scleractinia,Faviidae,Montastraea cavernosa,Great Star Coral,Approved,Present,Native,Uncommon,,,
BISC-2709,Biscayne National Park,Invertebrate,Scleractinia,Faviidae,Solenastrea bournoni,Smooth Star Coral,Approved,Present,Native,Occasional,,,
BISC-2710,Biscayne National Park,Invertebrate,Scleractinia,Meandrinidae,Dichocoenia stokesi,"Domed Star Coral, Pineapple Coral",Approved,Present,Native,Common,,,
BISC-2711,Biscayne National Park,Invertebrate,Scleractinia,Meandrinidae,Meandrina meandrites,None,Approved,Present,Native,Occasional,,,
BISC-2712,Biscayne National Park,Invertebrate,Scleractinia,Merulinidae,Orbicella annularis,Lobed Star Coral,Approved,Present,Native,Rare,,,
BISC-2713,Biscayne National Park,Invertebrate,Scleractinia,Merulinidae,Orbicella faveolata,Mountainous Star Coral,Approved,Present,Native,Occasional,,,
BISC-2714,Biscayne National Park,Invertebrate,Scleractinia,Merulinidae,Orbicella franksi,Boulder Star Coral,Approved,Present,Native,Rare,,Threatened,
BISC-2715,Biscayne National Park,Invertebrate,Scleractinia,Mussidae,Mussa angulosa,"Large Flower Coral, Spiny Flower Coral",Approved,Present,Native,Rare,,,
BISC-2716,Biscayne National Park,Invertebrate,Scleractinia,Mussidae,Mycetophyllia aliciae,Knobby Cactus Coral,Approved,Present,Native,Rare,,,
BISC-2717,Biscayne National Park,Invertebrate,Scleractinia,Mussidae,Mycetophyllia danaana,None,Approved,Present,Native,Rare,,,
BISC-2718,Biscayne National Park,Invertebrate,Scleractinia,Mussidae,Mycetophyllia lamarckiana,Ridged Cactus Coral,Approved,Present,Native,Occasional,,,
BISC-2719,Biscayne National Park,Invertebrate,Scleractinia,Pocilloporidae,Madracis decactis,Ten-Ray Star Coral,Approved,Present,Native,Rare,,,
BISC-2720,Biscayne National Park,Invertebrate,Scleractinia,Poritidae,Porites astreoides,"Mustard Hill Coral, Yellow Porites",Approved,Present,Native,Common,,,
BISC-2721,Biscayne National Park,Invertebrate,Scleractinia,Poritidae,Porites divaricata,None,Approved,Present,Native,Rare,,,
BISC-2722,Biscayne National Park,Invertebrate,Scleractinia,Poritidae,Porites furcata,None,Approved,Present,Native,Rare,,,
BISC-2723,Biscayne National Park,Invertebrate,Scleractinia,Poritidae,Porites porites,None,Approved,Present,Native,Common,,,
BISC-2724,Biscayne National Park,Invertebrate,Scleractinia,Siderastreidae,Siderastrea radians,Lesser Starlet Coral,Approved,Present,Native,Uncommon,,,
BISC-2725,Biscayne National Park,Invertebrate,Scleractinia,Siderastreidae,Siderastrea siderea,Massive Starlet Coral,Approved,Present,Native,Common,,,
BLCA-1000,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Approved,Not Confirmed,Native,,,,
BLCA-1001,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1002,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis,Elk,Approved,Present,Native,Unknown,Breeder,,
BLCA-1003,Black Canyon of the Gunnison National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1004,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1005,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Rare,,,
BLCA-1006,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Native,Unknown,Breeder,,
BLCA-1007,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Unknown,Breeder,,
BLCA-1008,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Unknown,Breeder,,
BLCA-1009,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Occasional,Breeder,,
BLCA-1010,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Not Confirmed,Native,,,,
BLCA-1011,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mustelidae,Lontra canadensis,Northern River Otter,Approved,Present,Native,Unknown,,,
BLCA-1012,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Present,Native,Unknown,Breeder,,
BLCA-1013,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mustelidae,Mustela vison,American Mink,Approved,Present,Native,Unknown,,,
BLCA-1014,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Unknown,Breeder,Species of Concern,
BLCA-1015,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Breeder,Species of Concern,
BLCA-1016,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Northern Raccoon,Approved,Present,Native,Unknown,Breeder,,
BLCA-1017,Black Canyon of the Gunnison National Park,Mammal,Carnivora,Ursidae,Ursus americanus,American Black Bear,Approved,Present,Native,Unknown,Breeder,,
BLCA-1018,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Unknown,,Species of Concern,
BLCA-1019,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Approved,Not Confirmed,Native,,,,
BLCA-1020,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1021,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1022,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1023,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1024,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Uncommon,Migratory,Species of Concern,
BLCA-1025,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Uncommon,Migratory,,
BLCA-1026,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Not Confirmed,Native,,,Species of Concern,
BLCA-1027,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1028,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1029,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1030,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1031,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1032,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1033,Black Canyon of the Gunnison National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Unknown,Breeder,Species of Concern,
BLCA-1034,Black Canyon of the Gunnison National Park,Mammal,Lagomorpha,Leporidae,Lepus americanus,Snowshoe Hare,Approved,Not Confirmed,Native,,,,
BLCA-1035,Black Canyon of the Gunnison National Park,Mammal,Lagomorpha,Leporidae,Lepus townsendii,White-Tailed Jackrabbit,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1036,Black Canyon of the Gunnison National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail,Approved,Not Confirmed,Native,,,,
BLCA-1037,Black Canyon of the Gunnison National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus nuttallii,Mountain Cottontail,Approved,Present,Native,Unknown,Breeder,,
BLCA-1038,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver,Approved,Present,Native,Occasional,Breeder,,
BLCA-1039,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Clethrionomys gapperi,Southern Red-Backed Vole,Approved,Not Confirmed,Native,,,,
BLCA-1040,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Microtus longicaudus,Long-Tailed Vole,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1041,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Microtus montanus,Montane Vole,Approved,Present,Native,Unknown,Breeder,,
BLCA-1042,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Neotoma cinerea,Bushy-Tailed Woodrat,Approved,Present,Native,Unknown,Breeder,,
BLCA-1043,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Common Muskrat,Approved,Not Confirmed,Native,,,,
BLCA-1044,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,Brush Mouse,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1045,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Peromyscus crinitus,Canyon Mouse,Approved,Present,Native,Unknown,Breeder,,
BLCA-1046,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Abundant,Breeder,,
BLCA-1047,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pinon Mouse,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1048,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Not Confirmed,Native,,,,
BLCA-1049,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Dipodidae,Zapus princeps,Western Jumping Mouse,Approved,Not Confirmed,Native,,,,
BLCA-1050,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,North American Porcupine,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1051,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Geomyidae,Thomomys talpoides,Northern Pocket Gopher,Approved,Present,Native,Unknown,Breeder,,
BLCA-1052,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Not Confirmed,Not Native,,,,
BLCA-1053,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Cynomys gunnisoni,Gunnison's Prairie Dog,Approved,Not Confirmed,Native,,,,
BLCA-1054,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Cynomys leucurus,White-Tailed Prairie Dog,Approved,Not Confirmed,Native,,,,
BLCA-1055,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Marmota flaviventris,Yellow-Bellied Marmot,Approved,Present,Native,Unknown,Breeder,,
BLCA-1056,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Neotamias minimus,Least Chipmunk,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1057,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Neotamias rufus,Hopi Chipmunk,Approved,Present,Native,Uncommon,Breeder,,
BLCA-1058,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Spermophilus lateralis,Golden-Mantled Ground Squirrel,Approved,Present,Native,Unknown,Breeder,,
BLCA-1059,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Unknown,Breeder,,
BLCA-1060,Black Canyon of the Gunnison National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Approved,Present,Native,Unknown,Breeder,,
BLCA-1061,Black Canyon of the Gunnison National Park,Mammal,Soricomorpha,Soricidae,Sorex cinereus,Masked Shrew,Approved,Present,Native,Unknown,Breeder,,
BLCA-1062,Black Canyon of the Gunnison National Park,Mammal,Soricomorpha,Soricidae,Sorex merriami,Merriam's Shrew,Approved,Not Confirmed,Native,,,,
BLCA-1063,Black Canyon of the Gunnison National Park,Mammal,Soricomorpha,Soricidae,Sorex monticolus,Montane Shrew,Approved,Not Confirmed,Native,,,,
BLCA-1064,Black Canyon of the Gunnison National Park,Mammal,Soricomorpha,Soricidae,Sorex nanus,Dwarf Shrew,Approved,Not Confirmed,Native,,,,
BLCA-1065,Black Canyon of the Gunnison National Park,Mammal,Soricomorpha,Soricidae,Sorex palustris,American Water Shrew,Approved,Not Confirmed,Native,,,,
BLCA-1066,Black Canyon of the Gunnison National Park,Mammal,Soricomorpha,Soricidae,Sorex preblei,Preble's Shrew,Approved,Present,Native,Unknown,Breeder,Species of Concern,
BLCA-1067,Black Canyon of the Gunnison National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Resident,Species of Concern,
BLCA-1068,Black Canyon of the Gunnison National Park,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Approved,Present,Native,Rare,Resident,,
BLCA-1069,Black Canyon of the Gunnison National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Resident,Species of Concern,
BLCA-1070,Black Canyon of the Gunnison National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
BLCA-1071,Black Canyon of the Gunnison National Park,Bird,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Uncommon,Resident,,
