"taxaSubGroup","year","month","occCount"
"Algae","1911","1",1
"Algae","1943","8",1
"Algae","1951","4",2
"Algae","1951","5",5
"Algae","1951","7",3
"Algae","1952","3",2
"Algae","1957","12",1
"Algae","1958","7",1
"Algae","1962","2",7
"Algae","1962","4",1
"Algae","1966","7",3
"Algae","1968","9",4
"Algae","1968","10",2
"Algae","1970","1",1
"Algae","1970","4",3
"Algae","1970","5",2
"Algae","1970","6",1
"Algae","1971","3",12
"Algae","1971","4",3
"Algae","1971","10",3
"Algae","1972","2",2
"Algae","1972","4",3
"Algae","1972","5",1
"Algae","1972","9",1
"Algae","1973","4",4
"Algae","1973","9",1
"Algae","1975","8",1
"Algae","1975","11",1
"Algae","1976","2",3
"Algae","1976","3",2
"Algae","1976","6",22
"Algae","1976","12",1
"Algae","1978","1",2
"Algae","1993","11",2
"Algae","1994","7",2
"Algae","1996","11",1
"Algae","1999","1",1
"Algae","1999","3",2
"Algae","1999","6",15
"Algae","1999","7",1
"Algae","2000","1",25
"Algae","2000","2",1
"Algae","2000","4",28
"Algae","2000","5",8
"Algae","2000","6",16
"Algae","2000","7",39
"Algae","2000","8",43
"Algae","2000","9",19
"Algae","2000","10",46
"Algae","2000","11",10
"Algae","2000","12",24
"Algae","2001","1",28
"Algae","2001","2",30
"Algae","2001","3",37
"Algae","2001","4",32
"Algae","2001","5",25
"Algae","2001","6",41
"Algae","2001","7",42
"Algae","2001","8",11
"Algae","2001","9",20
"Algae","2001","10",67
"Algae","2001","11",12
"Algae","2001","12",10
"Algae","2002","1",12
"Algae","2002","2",36
"Algae","2002","3",17
"Algae","2002","4",31
"Algae","2002","5",34
"Algae","2002","6",27
"Algae","2002","7",35
"Algae","2002","8",120
"Algae","2002","9",189
"Algae","2002","10",240
"Algae","2002","11",311
"Algae","2002","12",6
"Algae","2003","1",61
"Algae","2003","2",99
"Algae","2003","3",66
"Algae","2003","4",248
"Algae","2003","5",100
"Algae","2003","6",162
"Algae","2003","7",142
"Algae","2003","8",181
"Algae","2003","9",97
"Algae","2003","10",116
"Algae","2003","11",256
"Algae","2003","12",18
"Algae","2004","1",1
"Algae","2004","4",2
"Algae","2004","6",17
"Algae","2004","8",13
"Algae","2004","9",7
"Algae","2004","10",1
"Algae","2004","11",1
"Algae","2004","12",30
"Algae","2005","1",18
"Algae","2005","3",2
"Algae","2005","4",3
"Algae","2005","5",1
"Algae","2005","6",2
"Algae","2005","8",3
"Algae","2005","10",56
"Algae","2005","11",4
"Algae","2005","12",65
"Algae","2006","1",3
"Algae","2006","2",49
"Algae","2006","3",3
"Algae","2006","4",5
"Algae","2006","5",76
"Algae","2006","7",1
"Algae","2006","10",1
"Algae","2007","5",3
"Algae","2007","6",1
"Algae","2007","8",1
"Algae","2007","11",1
"Algae","2007","12",4
"Algae","2008","3",3
"Algae","2008","5",1
"Algae","2009","2",7
"Algae","2009","3",2
"Algae","2009","4",2
"Algae","2009","5",8
"Algae","2009","6",3
"Algae","2009","7",2
"Algae","2009","8",2
"Algae","2009","9",3
"Algae","2009","10",23
"Algae","2009","12",40
"Algae","2010","1",1
"Algae","2010","2",1
"Algae","2010","3",39
"Algae","2010","4",23
"Algae","2010","5",15
"Algae","2010","6",31
"Algae","2010","7",11
"Algae","2010","8",10
"Algae","2010","9",12
"Algae","2010","10",22
"Algae","2010","11",17
"Algae","2010","12",16
"Algae","2012","1",15
"Algae","2012","2",14
"Algae","2012","3",23
"Algae","2012","4",20
"Algae","2012","5",48
"Algae","2012","6",21
"Algae","2012","7",49
"Algae","2012","8",12
"Algae","2012","9",26
"Algae","2012","10",21
"Algae","2012","11",45
"Algae","2012","12",15
"Algae","2013","4",1
"Algae","2013","5",1
"Algae","2013","8",4
"Algae","2013","9",16
"Algae","2013","10",2
"Algae","2013","11",50
"Algae","2013","12",31
"Algae","2014","1",50
"Algae","2014","2",64
"Algae","2014","3",4
"Algae","2014","4",111
"Algae","2014","5",1
"Algae","2014","6",31
"Algae","2014","7",6
"Algae","2014","8",71
"Algae","2014","9",4
"Algae","2014","10",8
"Algae","2014","11",6
"Algae","2014","12",6
"Algae","2015","2",57
"Algae","2015","4",5
"Algae","2015","6",17
"Algae","2015","7",14
"Algae","2015","8",48
"Algae","2015","9",49
"Algae","2015","10",60
"Algae","2015","11",39
"Algae","2015","12",64
"Algae","2016","1",9
"Algae","2016","2",10
"Algae","2016","3",24
"Algae","2016","4",30
"Algae","2016","5",32
"Algae","2016","6",35
"Algae","2016","7",39
"Algae","2016","8",42
"Algae","2016","9",19
"Algae","2016","10",21
"Algae","2016","11",25
"Algae","2016","12",8
"Algae","2017","1",36
"Algae","2017","2",60
"Algae","2017","3",39
"Algae","2017","4",37
"Algae","2017","5",54
"Algae","2017","7",35
"Algae","2017","8",11
"Algae","2017","10",10
"Algae","2017","11",20
"Algae","2018","1",53
"Algae","2018","4",64
"Algae","2018","6",1
"Algae","2018","7",61
"Algae","2018","9",25
"Algae","2018","11",6
"Algae","2019","2",24
"Algae","2019","3",21
"Algae","2019","4",33
"Algae","2019","7",3
"Algae","2019","11",10
"Algae","2020","1",1
"Algae","2020","2",8
"Algae","2020","3",12
"Algae","2020","4",17
"Algae","2020","5",4
"Algae","2020","7",6
"Algae","2020","8",9
"Algae","2020","9",1
"Algae","2020","12",1
"Algae","2021","2",3
"Algae","2021","3",5
"Algae","2021","4",3
"Algae","2021","5",1
"Algae","2021","6",40
"Algae","2021","7",3
"Algae","2021","8",4
"Algae","2021","9",37
"Algae","2021","10",24
"Algae","2021","11",1
"Algae","2022","1",145
"Algae","2022","2",1
"Algae","2022","3",4
"Algae","2022","4",437
"Algae","2022","5",93
"Algae","2022","6",34
"Algae","2022","7",156
"Algae","2022","8",22
"Algae","2022","9",78
"Algae","2022","10",72
"Algae","2022","11",20
"Algae","2023","1",12
"Algae","2023","3",12
"Algae","2023","4",10
"Algae","2023","5",1
"Algae","2023","6",2
"Algae","2023","7",5
"Algae","2023","8",1
"Algae","2023","10",3
"Algae","2023","11",4
"Algae","2023","12",4
"Algae","2024","2",2
"Algae","2024","3",4
"Algae","2024","4",2
"Algae","2024","5",3
"Algae","2024","6",4
"Algae",,,66
"Amphibians","0006","7",31
"Amphibians","0109","8",23
"Amphibians","0110","4",77
"Amphibians","0110","6",73
"Amphibians","0110","8",55
"Amphibians","0110","10",49
"Amphibians","1903","3",1
"Amphibians","1908","5",22
"Amphibians","1909","1",1
"Amphibians","1909","3",1367
"Amphibians","1909","4",232
"Amphibians","1910","4",7
"Amphibians","1910","6",6
"Amphibians","1911","1",64
"Amphibians","1926","1",1
"Amphibians","1932","3",1
"Amphibians","1934","5",10
"Amphibians","1934","6",7
"Amphibians","1934","7",3
"Amphibians","1934","8",2
"Amphibians","1935","5",3
"Amphibians","1936","6",1
"Amphibians","1958","1",10
"Amphibians","1958","3",34
"Amphibians","1961","6",1
"Amphibians","1961","7",2
"Amphibians","1970","1",4
"Amphibians","1976","3",10
"Amphibians","1980","1",1
"Amphibians","1983","8",1
"Amphibians","1984","5",7
"Amphibians","1984","7",12
"Amphibians","1984","8",3
"Amphibians","1984","10",6
"Amphibians","1984","11",8
"Amphibians","1985","8",5
"Amphibians","1985","9",3
"Amphibians","1986","1",24
"Amphibians","1986","2",11
"Amphibians","1986","3",8
"Amphibians","1986","4",30
"Amphibians","1986","5",29
"Amphibians","1986","6",31
"Amphibians","1986","8",4
"Amphibians","1986","9",7
"Amphibians","1986","12",5
"Amphibians","1987","3",12
"Amphibians","1987","4",5
"Amphibians","1987","5",1
"Amphibians","1987","7",73
"Amphibians","1988","3",1
"Amphibians","1988","4",50
"Amphibians","1988","5",2
"Amphibians","1988","6",12
"Amphibians","1988","8",6
"Amphibians","1988","9",1
"Amphibians","1988","10",1
"Amphibians","1989","1",3
"Amphibians","1989","2",1
"Amphibians","1989","3",1
"Amphibians","1989","4",5
"Amphibians","1989","6",6
"Amphibians","1989","7",137
"Amphibians","1989","8",87
"Amphibians","1990","2",2
"Amphibians","1990","6",61
"Amphibians","1990","7",114
"Amphibians","1990","8",192
"Amphibians","1990","9",144
"Amphibians","1990","10",193
"Amphibians","1990","11",40
"Amphibians","1990","12",15
"Amphibians","1991","1",41
"Amphibians","1991","2",15
"Amphibians","1991","3",34
"Amphibians","1991","4",158
"Amphibians","1991","5",70
"Amphibians","1991","6",7
"Amphibians","1991","7",21
"Amphibians","1991","8",44
"Amphibians","1992","10",1
"Amphibians","1992","12",1
"Amphibians","1993","6",1
"Amphibians","1994","9",92
"Amphibians","1994","10",39
"Amphibians","1994","11",34
"Amphibians","1994","12",13
"Amphibians","1995","1",41
"Amphibians","1995","2",14
"Amphibians","1995","3",44
"Amphibians","1995","4",47
"Amphibians","1995","5",32
"Amphibians","1995","6",52
"Amphibians","1995","7",19
"Amphibians","1995","8",52
"Amphibians","1995","10",9
"Amphibians","1996","1",6
"Amphibians","1996","4",47
"Amphibians","1998","7",244
"Amphibians","1998","8",147
"Amphibians","1998","9",75
"Amphibians","1998","10",72
"Amphibians","1998","11",71
"Amphibians","1998","12",75
"Amphibians","1999","1",98
"Amphibians","1999","2",20
"Amphibians","1999","3",49
"Amphibians","1999","4",198
"Amphibians","1999","5",144
"Amphibians","1999","6",129
"Amphibians","1999","7",596
"Amphibians","1999","8",517
"Amphibians","1999","9",432
"Amphibians","1999","10",179
"Amphibians","1999","11",352
"Amphibians","1999","12",123
"Amphibians","2000","1",307
"Amphibians","2000","2",282
"Amphibians","2000","3",377
"Amphibians","2000","4",856
"Amphibians","2000","5",606
"Amphibians","2000","6",574
"Amphibians","2000","7",548
"Amphibians","2000","8",610
"Amphibians","2000","9",193
"Amphibians","2000","10",305
"Amphibians","2000","11",185
"Amphibians","2000","12",175
"Amphibians","2001","1",273
"Amphibians","2001","2",330
"Amphibians","2001","3",211
"Amphibians","2001","4",371
"Amphibians","2001","5",526
"Amphibians","2001","6",523
"Amphibians","2001","7",844
"Amphibians","2001","8",1489
"Amphibians","2001","9",817
"Amphibians","2001","10",1114
"Amphibians","2001","11",923
"Amphibians","2001","12",432
"Amphibians","2002","1",275
"Amphibians","2002","2",404
"Amphibians","2002","3",570
"Amphibians","2002","4",426
"Amphibians","2002","5",417
"Amphibians","2002","6",634
"Amphibians","2002","7",620
"Amphibians","2002","8",900
"Amphibians","2002","9",378
"Amphibians","2002","10",302
"Amphibians","2002","11",299
"Amphibians","2002","12",280
"Amphibians","2003","1",266
"Amphibians","2003","2",356
"Amphibians","2003","3",391
"Amphibians","2003","4",522
"Amphibians","2003","5",421
"Amphibians","2003","6",424
"Amphibians","2003","7",626
"Amphibians","2003","8",878
"Amphibians","2003","9",312
"Amphibians","2003","10",258
"Amphibians","2003","11",345
"Amphibians","2003","12",227
"Amphibians","2004","1",269
"Amphibians","2004","2",276
"Amphibians","2004","3",410
"Amphibians","2004","4",842
"Amphibians","2004","5",996
"Amphibians","2004","6",949
"Amphibians","2004","7",824
"Amphibians","2004","8",878
"Amphibians","2004","9",650
"Amphibians","2004","10",252
"Amphibians","2004","11",85
"Amphibians","2004","12",118
"Amphibians","2005","1",64
"Amphibians","2005","2",179
"Amphibians","2005","3",289
"Amphibians","2005","4",155
"Amphibians","2005","5",361
"Amphibians","2005","6",130
"Amphibians","2005","7",222
"Amphibians","2005","8",71
"Amphibians","2005","9",151
"Amphibians","2005","10",251
"Amphibians","2005","11",94
"Amphibians","2005","12",112
"Amphibians","2006","1",137
"Amphibians","2006","2",302
"Amphibians","2006","3",412
"Amphibians","2006","4",573
"Amphibians","2006","5",732
"Amphibians","2006","6",644
"Amphibians","2006","7",858
"Amphibians","2006","8",922
"Amphibians","2006","9",732
"Amphibians","2006","10",528
"Amphibians","2006","11",485
"Amphibians","2006","12",338
"Amphibians","2007","1",90
"Amphibians","2007","2",110
"Amphibians","2007","3",214
"Amphibians","2007","4",133
"Amphibians","2007","5",258
"Amphibians","2007","6",173
"Amphibians","2007","7",348
"Amphibians","2007","8",240
"Amphibians","2007","9",128
"Amphibians","2007","10",241
"Amphibians","2007","11",229
"Amphibians","2007","12",77
"Amphibians","2008","1",221
"Amphibians","2008","2",19
"Amphibians","2008","3",96
"Amphibians","2008","4",542
"Amphibians","2008","5",101
"Amphibians","2008","6",40
"Amphibians","2008","7",215
"Amphibians","2008","8",68
"Amphibians","2008","9",22
"Amphibians","2008","10",187
"Amphibians","2008","11",3
"Amphibians","2008","12",63
"Amphibians","2009","1",717
"Amphibians","2009","2",14
"Amphibians","2009","3",141
"Amphibians","2009","4",395
"Amphibians","2009","5",200
"Amphibians","2009","6",221
"Amphibians","2009","7",172
"Amphibians","2009","8",88
"Amphibians","2009","9",231
"Amphibians","2009","10",270
"Amphibians","2009","11",15
"Amphibians","2009","12",97
"Amphibians","2010","1",220
"Amphibians","2010","2",98
"Amphibians","2010","3",411
"Amphibians","2010","4",661
"Amphibians","2010","5",165
"Amphibians","2010","6",363
"Amphibians","2010","7",563
"Amphibians","2010","8",261
"Amphibians","2010","9",193
"Amphibians","2010","10",317
"Amphibians","2010","11",98
"Amphibians","2010","12",236
"Amphibians","2011","1",212
"Amphibians","2011","2",199
"Amphibians","2011","3",436
"Amphibians","2011","4",567
"Amphibians","2011","5",567
"Amphibians","2011","6",345
"Amphibians","2011","7",505
"Amphibians","2011","8",305
"Amphibians","2011","9",351
"Amphibians","2011","10",443
"Amphibians","2011","11",192
"Amphibians","2011","12",162
"Amphibians","2012","1",492
"Amphibians","2012","2",488
"Amphibians","2012","3",615
"Amphibians","2012","4",1031
"Amphibians","2012","5",867
"Amphibians","2012","6",768
"Amphibians","2012","7",1260
"Amphibians","2012","8",683
"Amphibians","2012","9",832
"Amphibians","2012","10",708
"Amphibians","2012","11",446
"Amphibians","2012","12",514
"Amphibians","2013","1",758
"Amphibians","2013","2",761
"Amphibians","2013","3",967
"Amphibians","2013","4",1230
"Amphibians","2013","5",908
"Amphibians","2013","6",918
"Amphibians","2013","7",1065
"Amphibians","2013","8",594
"Amphibians","2013","9",897
"Amphibians","2013","10",886
"Amphibians","2013","11",890
"Amphibians","2013","12",346
"Amphibians","2014","1",1330
"Amphibians","2014","2",1030
"Amphibians","2014","3",2052
"Amphibians","2014","4",3783
"Amphibians","2014","5",2807
"Amphibians","2014","6",2423
"Amphibians","2014","7",3474
"Amphibians","2014","8",3114
"Amphibians","2014","9",2324
"Amphibians","2014","10",2366
"Amphibians","2014","11",1439
"Amphibians","2014","12",1057
"Amphibians","2015","1",1818
"Amphibians","2015","2",1359
"Amphibians","2015","3",1940
"Amphibians","2015","4",3638
"Amphibians","2015","5",2809
"Amphibians","2015","6",2478
"Amphibians","2015","7",3768
"Amphibians","2015","8",2365
"Amphibians","2015","9",1798
"Amphibians","2015","10",3201
"Amphibians","2015","11",1880
"Amphibians","2015","12",1306
"Amphibians","2016","1",3094
"Amphibians","2016","2",1451
"Amphibians","2016","3",2349
"Amphibians","2016","4",5465
"Amphibians","2016","5",4279
"Amphibians","2016","6",3441
"Amphibians","2016","7",4526
"Amphibians","2016","8",3405
"Amphibians","2016","9",2208
"Amphibians","2016","10",3644
"Amphibians","2016","11",1960
"Amphibians","2016","12",1329
"Amphibians","2017","1",2717
"Amphibians","2017","2",1840
"Amphibians","2017","3",2576
"Amphibians","2017","4",5792
"Amphibians","2017","5",3734
"Amphibians","2017","6",3649
"Amphibians","2017","7",4634
"Amphibians","2017","8",3589
"Amphibians","2017","9",2559
"Amphibians","2017","10",3505
"Amphibians","2017","11",2076
"Amphibians","2017","12",998
"Amphibians","2018","1",2183
"Amphibians","2018","2",1290
"Amphibians","2018","3",1958
"Amphibians","2018","4",4587
"Amphibians","2018","5",3723
"Amphibians","2018","6",4322
"Amphibians","2018","7",5034
"Amphibians","2018","8",3140
"Amphibians","2018","9",2456
"Amphibians","2018","10",2591
"Amphibians","2018","11",2066
"Amphibians","2018","12",1387
"Amphibians","2019","1",4856
"Amphibians","2019","2",3097
"Amphibians","2019","3",4244
"Amphibians","2019","4",11757
"Amphibians","2019","5",6586
"Amphibians","2019","6",9077
"Amphibians","2019","7",10458
"Amphibians","2019","8",5534
"Amphibians","2019","9",3201
"Amphibians","2019","10",6024
"Amphibians","2019","11",2267
"Amphibians","2019","12",1649
"Amphibians","2020","1",2244
"Amphibians","2020","2",1891
"Amphibians","2020","3",2200
"Amphibians","2020","4",5005
"Amphibians","2020","5",5173
"Amphibians","2020","6",2817
"Amphibians","2020","7",4868
"Amphibians","2020","8",2127
"Amphibians","2020","9",1798
"Amphibians","2020","10",2612
"Amphibians","2020","11",1291
"Amphibians","2020","12",1155
"Amphibians","2021","1",1927
"Amphibians","2021","2",1614
"Amphibians","2021","3",2346
"Amphibians","2021","4",4782
"Amphibians","2021","5",2643
"Amphibians","2021","6",1522
"Amphibians","2021","7",3915
"Amphibians","2021","8",4080
"Amphibians","2021","9",1780
"Amphibians","2021","10",3651
"Amphibians","2021","11",1660
"Amphibians","2021","12",289
"Amphibians","2022","1",250
"Amphibians","2022","2",1365
"Amphibians","2022","3",754
"Amphibians","2022","4",1458
"Amphibians","2022","5",887
"Amphibians","2022","6",1454
"Amphibians","2022","7",1069
"Amphibians","2022","8",2066
"Amphibians","2022","9",784
"Amphibians","2022","10",1267
"Amphibians","2022","11",402
"Amphibians","2022","12",590
"Amphibians","2023","1",291
"Amphibians","2023","2",366
"Amphibians","2023","3",630
"Amphibians","2023","4",1359
"Amphibians","2023","5",1305
"Amphibians","2023","6",714
"Amphibians","2023","7",1004
"Amphibians","2023","8",1309
"Amphibians","2023","9",7252
"Amphibians","2023","10",802
"Amphibians","2023","11",3037
"Amphibians","2023","12",2502
"Amphibians","2024","1",259
"Amphibians","2024","2",382
"Amphibians","2024","3",464
"Amphibians","2024","4",1240
"Amphibians","2024","5",740
"Amphibians","2024","6",701
"Amphibians","2024","7",380
"Amphibians","2033","8",1
"Amphibians",,,177085
"Angiosperms","0109","6",268
"Angiosperms","0109","9",201
"Angiosperms","0109","12",1
"Angiosperms","0110","4",395
"Angiosperms","0110","6",378
"Angiosperms","0130","7",1
"Angiosperms","0133","7",1
"Angiosperms","0172","10",1
"Angiosperms","0190","12",1
"Angiosperms","0193","11",1
"Angiosperms","0929","8",1
"Angiosperms","0954","8",1
"Angiosperms","0967","10",1
"Angiosperms","0969","3",1
"Angiosperms","0972","10",1
"Angiosperms","0986","7",2
"Angiosperms","0987","7",1
"Angiosperms","0987","12",1
"Angiosperms","1029","8",1
"Angiosperms","1038","4",1
"Angiosperms","1060","9",1
"Angiosperms","1068","8",1
"Angiosperms","1071","8",1
"Angiosperms","1397","8",1
"Angiosperms","1529","4",1
"Angiosperms","1529","8",1
"Angiosperms","1832","5",1
"Angiosperms","1832","7",1
"Angiosperms","1832","11",1
"Angiosperms","1835","11",1
"Angiosperms","1837","7",1
"Angiosperms","1856","8",1
"Angiosperms","1858","4",1
"Angiosperms","1862","1",1
"Angiosperms","1863","11",1
"Angiosperms","1864","1",3
"Angiosperms","1871","6",2
"Angiosperms","1872","9",1
"Angiosperms","1873","11",1
"Angiosperms","1877","10",1
"Angiosperms","1878","11",1
"Angiosperms","1881","4",1
"Angiosperms","1887","1",1
"Angiosperms","1888","1",3
"Angiosperms","1889","5",1
"Angiosperms","1893","7",1
"Angiosperms","1895","1",1
"Angiosperms","1896","11",1
"Angiosperms","1896","12",1
"Angiosperms","1898","1",1
"Angiosperms","1898","3",1
"Angiosperms","1899","11",1
"Angiosperms","1900","1",6979
"Angiosperms","1901","5",1
"Angiosperms","1903","5",22
"Angiosperms","1903","6",17
"Angiosperms","1905","2",1
"Angiosperms","1905","3",1
"Angiosperms","1905","5",1
"Angiosperms","1905","10",1
"Angiosperms","1906","1",3
"Angiosperms","1906","2",3
"Angiosperms","1906","4",3
"Angiosperms","1906","5",11
"Angiosperms","1906","6",14
"Angiosperms","1906","7",6
"Angiosperms","1906","8",4
"Angiosperms","1906","10",28
"Angiosperms","1906","11",5
"Angiosperms","1906","12",4
"Angiosperms","1907","1",2
"Angiosperms","1907","2",1
"Angiosperms","1907","3",7
"Angiosperms","1907","4",39
"Angiosperms","1907","5",10
"Angiosperms","1907","6",4
"Angiosperms","1907","7",11
"Angiosperms","1907","8",14
"Angiosperms","1907","10",5
"Angiosperms","1907","11",10
"Angiosperms","1907","12",6
"Angiosperms","1908","1",5
"Angiosperms","1908","2",1
"Angiosperms","1908","3",20
"Angiosperms","1908","4",1
"Angiosperms","1908","5",11
"Angiosperms","1908","6",1
"Angiosperms","1908","7",4
"Angiosperms","1908","8",24
"Angiosperms","1908","9",23
"Angiosperms","1908","10",8
"Angiosperms","1908","11",3
"Angiosperms","1908","12",2
"Angiosperms","1909","1",5
"Angiosperms","1909","2",4
"Angiosperms","1909","3",7
"Angiosperms","1909","4",14
"Angiosperms","1909","5",19
"Angiosperms","1909","6",4
"Angiosperms","1909","7",15
"Angiosperms","1909","8",6
"Angiosperms","1909","9",2
"Angiosperms","1909","10",40
"Angiosperms","1909","11",3
"Angiosperms","1909","12",12
"Angiosperms","1910","1",1
"Angiosperms","1910","3",22
"Angiosperms","1910","4",13
"Angiosperms","1910","5",4
"Angiosperms","1910","6",13
"Angiosperms","1910","7",2
"Angiosperms","1910","8",4
"Angiosperms","1910","9",14
"Angiosperms","1910","10",7
"Angiosperms","1910","11",16
"Angiosperms","1910","12",1
"Angiosperms","1911","1",37211
"Angiosperms","1911","2",13
"Angiosperms","1911","3",15
"Angiosperms","1911","4",21
"Angiosperms","1911","5",3
"Angiosperms","1911","6",44
"Angiosperms","1911","7",3
"Angiosperms","1911","8",1
"Angiosperms","1911","9",3
"Angiosperms","1911","10",1
"Angiosperms","1911","11",6
"Angiosperms","1911","12",3
"Angiosperms","1912","1",21
"Angiosperms","1912","2",3
"Angiosperms","1912","3",2
"Angiosperms","1912","4",2
"Angiosperms","1912","5",8
"Angiosperms","1912","6",3
"Angiosperms","1912","7",14
"Angiosperms","1912","8",3
"Angiosperms","1912","9",1
"Angiosperms","1912","10",12
"Angiosperms","1912","11",11
"Angiosperms","1912","12",4
"Angiosperms","1913","1",1
"Angiosperms","1913","2",2
"Angiosperms","1913","3",3
"Angiosperms","1913","4",1
"Angiosperms","1913","5",11
"Angiosperms","1913","6",9
"Angiosperms","1913","8",3
"Angiosperms","1913","9",1
"Angiosperms","1913","10",1
"Angiosperms","1913","11",3
"Angiosperms","1913","12",2
"Angiosperms","1914","1",10
"Angiosperms","1914","2",4
"Angiosperms","1914","3",11
"Angiosperms","1914","4",11
"Angiosperms","1914","6",3
"Angiosperms","1914","7",8
"Angiosperms","1914","8",14
"Angiosperms","1914","10",30
"Angiosperms","1914","11",3
"Angiosperms","1914","12",18
"Angiosperms","1915","1",8
"Angiosperms","1915","2",14
"Angiosperms","1915","3",20
"Angiosperms","1915","4",29
"Angiosperms","1915","5",37
"Angiosperms","1915","6",23
"Angiosperms","1915","7",28
"Angiosperms","1915","8",72
"Angiosperms","1915","9",37
"Angiosperms","1915","10",18
"Angiosperms","1915","11",15
"Angiosperms","1915","12",24
"Angiosperms","1916","1",50
"Angiosperms","1916","2",3
"Angiosperms","1916","3",24
"Angiosperms","1916","4",9
"Angiosperms","1916","5",16
"Angiosperms","1916","6",17
"Angiosperms","1916","7",42
"Angiosperms","1916","8",17
"Angiosperms","1916","9",15
"Angiosperms","1916","10",12
"Angiosperms","1916","11",65
"Angiosperms","1916","12",9
"Angiosperms","1917","1",109
"Angiosperms","1917","2",2
"Angiosperms","1917","3",29
"Angiosperms","1917","4",15
"Angiosperms","1917","5",6
"Angiosperms","1917","6",30
"Angiosperms","1917","7",8
"Angiosperms","1917","8",8
"Angiosperms","1917","9",13
"Angiosperms","1917","10",14
"Angiosperms","1917","11",4
"Angiosperms","1917","12",4
"Angiosperms","1918","1",53
"Angiosperms","1918","2",19
"Angiosperms","1918","3",94
"Angiosperms","1918","4",36
"Angiosperms","1918","5",41
"Angiosperms","1918","6",10
"Angiosperms","1918","7",196
"Angiosperms","1918","8",70
"Angiosperms","1918","9",12
"Angiosperms","1918","10",37
"Angiosperms","1918","11",30
"Angiosperms","1918","12",39
"Angiosperms","1919","1",17
"Angiosperms","1919","2",5
"Angiosperms","1919","3",4
"Angiosperms","1919","4",1
"Angiosperms","1919","5",37
"Angiosperms","1919","6",7
"Angiosperms","1919","7",83
"Angiosperms","1919","8",135
"Angiosperms","1919","9",5
"Angiosperms","1919","10",17
"Angiosperms","1919","11",10
"Angiosperms","1919","12",1
"Angiosperms","1920","1",20
"Angiosperms","1920","2",40
"Angiosperms","1920","3",26
"Angiosperms","1920","4",2
"Angiosperms","1920","5",2
"Angiosperms","1920","6",1
"Angiosperms","1920","7",8
"Angiosperms","1920","8",7
"Angiosperms","1920","9",5
"Angiosperms","1920","10",23
"Angiosperms","1920","11",1
"Angiosperms","1920","12",11
"Angiosperms","1921","1",6
"Angiosperms","1921","3",1
"Angiosperms","1921","4",2
"Angiosperms","1921","5",5
"Angiosperms","1921","6",1
"Angiosperms","1921","7",9
"Angiosperms","1921","8",4
"Angiosperms","1921","9",1
"Angiosperms","1921","10",17
"Angiosperms","1921","11",12
"Angiosperms","1921","12",13
"Angiosperms","1922","1",36
"Angiosperms","1922","2",3
"Angiosperms","1922","3",3
"Angiosperms","1922","4",13
"Angiosperms","1922","5",16
"Angiosperms","1922","6",13
"Angiosperms","1922","7",82
"Angiosperms","1922","8",13
"Angiosperms","1922","9",27
"Angiosperms","1922","10",42
"Angiosperms","1922","11",70
"Angiosperms","1922","12",70
"Angiosperms","1923","1",10
"Angiosperms","1923","2",13
"Angiosperms","1923","3",33
"Angiosperms","1923","4",13
"Angiosperms","1923","5",36
"Angiosperms","1923","6",22
"Angiosperms","1923","7",13
"Angiosperms","1923","8",48
"Angiosperms","1923","9",10
"Angiosperms","1923","10",47
"Angiosperms","1923","11",19
"Angiosperms","1923","12",46
"Angiosperms","1924","1",14
"Angiosperms","1924","2",14
"Angiosperms","1924","3",76
"Angiosperms","1924","4",27
"Angiosperms","1924","5",78
"Angiosperms","1924","6",6
"Angiosperms","1924","7",127
"Angiosperms","1924","8",25
"Angiosperms","1924","9",27
"Angiosperms","1924","10",11
"Angiosperms","1924","11",64
"Angiosperms","1924","12",17
"Angiosperms","1925","1",14
"Angiosperms","1925","2",37
"Angiosperms","1925","3",16
"Angiosperms","1925","4",5
"Angiosperms","1925","5",24
"Angiosperms","1925","6",5
"Angiosperms","1925","7",18
"Angiosperms","1925","8",137
"Angiosperms","1925","9",85
"Angiosperms","1925","10",60
"Angiosperms","1925","11",37
"Angiosperms","1925","12",27
"Angiosperms","1926","1",23
"Angiosperms","1926","2",8
"Angiosperms","1926","3",3
"Angiosperms","1926","4",18
"Angiosperms","1926","5",26
"Angiosperms","1926","6",268
"Angiosperms","1926","7",31
"Angiosperms","1926","8",62
"Angiosperms","1926","9",28
"Angiosperms","1926","10",65
"Angiosperms","1926","11",52
"Angiosperms","1926","12",28
"Angiosperms","1927","1",33
"Angiosperms","1927","2",32
"Angiosperms","1927","3",48
"Angiosperms","1927","4",11
"Angiosperms","1927","5",81
"Angiosperms","1927","6",21
"Angiosperms","1927","7",74
"Angiosperms","1927","8",82
"Angiosperms","1927","9",30
"Angiosperms","1927","10",84
"Angiosperms","1927","11",43
"Angiosperms","1927","12",29
"Angiosperms","1928","1",106
"Angiosperms","1928","2",25
"Angiosperms","1928","3",62
"Angiosperms","1928","4",29
"Angiosperms","1928","5",36
"Angiosperms","1928","6",14
"Angiosperms","1928","7",17
"Angiosperms","1928","8",386
"Angiosperms","1928","9",118
"Angiosperms","1928","10",133
"Angiosperms","1928","11",98
"Angiosperms","1928","12",453
"Angiosperms","1929","1",201
"Angiosperms","1929","2",52
"Angiosperms","1929","3",63
"Angiosperms","1929","4",574
