"id","occCount","center_x","center_y","landType","geometry","priority"
"10_01407",0,114.325000000006,10.3125005011539,"sea",list(c(114.3, 114.3, 114.35, 114.35, 114.3, 10.2916666666667, 10.3333333333333, 10.3333333333333, 10.2916666666667, 10.2916666666667)),"建議優先填補"
"10_01408",0,114.374999999993,10.3125005011576,"sea",list(c(114.35, 114.35, 114.4, 114.4, 114.35, 10.2916666666667, 10.3333333333333, 10.3333333333333, 10.2916666666667, 10.2916666666667)),"建議優先填補"
"10_01606",0,114.274999999999,10.3541671696336,"sea",list(c(114.25, 114.25, 114.3, 114.3, 114.25, 10.3333333333333, 10.375, 10.375, 10.3333333333333, 10.3333333333333)),"建議優先填補"
"10_01607",0,114.325000000004,10.3541671696343,"sea",list(c(114.3, 114.3, 114.35, 114.35, 114.3, 10.3333333333333, 10.375, 10.375, 10.3333333333333, 10.3333333333333)),"建議優先填補"
"10_01608",2538,114.374999999997,10.3541671696318,"coastal",list(c(114.35, 114.35, 114.4, 114.4, 114.35, 10.3333333333333, 10.375, 10.375, 10.3333333333333, 10.3333333333333)),"建議填補"
"10_01609",0,114.425000000003,10.3541671696326,"sea",list(c(114.4, 114.4, 114.45, 114.45, 114.4, 10.3333333333333, 10.375, 10.375, 10.3333333333333, 10.3333333333333)),"建議優先填補"
"10_01806",0,114.274999999998,10.3958338381266,"sea",list(c(114.25, 114.25, 114.3, 114.3, 114.25, 10.375, 10.4166666666667, 10.4166666666667, 10.375, 10.375)),"建議優先填補"
"10_01807",0,114.325000000006,10.3958338381268,"sea",list(c(114.3, 114.3, 114.35, 114.35, 114.3, 10.375, 10.4166666666667, 10.4166666666667, 10.375, 10.375)),"建議優先填補"
"10_01808",6074,114.374999999994,10.395833838128,"coastal",list(c(114.35, 114.35, 114.4, 114.4, 114.35, 10.375, 10.4166666666667, 10.4166666666667, 10.375, 10.375)),"資料筆數高於平均值"
"10_01809",0,114.425000000005,10.3958338381267,"sea",list(c(114.4, 114.4, 114.45, 114.45, 114.4, 10.375, 10.4166666666667, 10.4166666666667, 10.375, 10.375)),"建議優先填補"
"10_02006",0,114.274999999999,10.4375005065897,"sea",list(c(114.25, 114.25, 114.3, 114.3, 114.25, 10.4166666666667, 10.4583333333333, 10.4583333333333, 10.4166666666667, 10.4166666666667)),"建議優先填補"
"10_02007",0,114.325000000006,10.4375005065912,"sea",list(c(114.3, 114.3, 114.35, 114.35, 114.3, 10.4166666666667, 10.4583333333333, 10.4583333333333, 10.4166666666667, 10.4166666666667)),"建議優先填補"
"10_02008",0,114.374999999994,10.4375005065904,"sea",list(c(114.35, 114.35, 114.4, 114.4, 114.35, 10.4166666666667, 10.4583333333333, 10.4583333333333, 10.4166666666667, 10.4166666666667)),"建議優先填補"
"10_02009",0,114.425000000007,10.4375005065931,"sea",list(c(114.4, 114.4, 114.45, 114.45, 114.4, 10.4166666666667, 10.4583333333333, 10.4583333333333, 10.4166666666667, 10.4166666666667)),"建議優先填補"
"10_48853",0,116.625,20.187500838138,"sea",list(c(116.6, 116.6, 116.65, 116.65, 116.6, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_48854",0,116.675000000004,20.1875008381372,"sea",list(c(116.65, 116.65, 116.7, 116.7, 116.65, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_48855",0,116.724999999997,20.1875008381393,"sea",list(c(116.7, 116.7, 116.75, 116.75, 116.7, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_48856",0,116.775000000002,20.1875008381421,"sea",list(c(116.75, 116.75, 116.8, 116.8, 116.75, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_48857",0,116.825000000001,20.1875008381413,"sea",list(c(116.8, 116.8, 116.85, 116.85, 116.8, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_48858",0,116.874999999997,20.1875008381398,"sea",list(c(116.85, 116.85, 116.9, 116.9, 116.85, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_48859",0,116.925,20.1875008381441,"sea",list(c(116.9, 116.9, 116.95, 116.95, 116.9, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_48860",0,116.975,20.1875008381455,"sea",list(c(116.95, 116.95, 117, 117, 116.95, 20.1666666666667, 20.2083333333333, 20.2083333333333, 20.1666666666667, 20.1666666666667)),"建議優先填補"
"10_49051",0,116.524999999995,20.2291675057494,"sea",list(c(116.5, 116.5, 116.55, 116.55, 116.5, 20.2083333333333, 20.25, 20.25, 20.2083333333333, 20.2083333333333)),"建議優先填補"
"10_49052",0,116.575,20.2291675057491,"sea",list(c(116.55, 116.55, 116.6, 116.6, 116.55, 20.2083333333333, 20.25, 20.25, 20.2083333333333, 20.2083333333333)),"建議優先填補"
"10_49053",0,116.624999999997,20.2291675057517,"sea",list(c(116.6, 116.6, 116.65, 116.65, 116.6, 20.2083333333333, 20.25, 20.25, 20.2083333333333, 20.2083333333333)),"建議優先填補"
"10_49054",0,116.675000000008,20.2291675057533,"sea",list(c(116.65, 116.65, 116.7, 116.7, 116.65, 20.2083333333333, 20.25, 20.25, 20.2083333333333, 20.2083333333333)),"建議優先填補"
"10_49055",0,116.724999999995,20.2291675057521,"sea",list(c(116.7, 116.7, 116.75, 116.75, 116.7, 20.2083333333333, 20.25, 20.25, 20.2083333333333, 20.2083333333333)),"建議優先填補"
"10_49056",0,116.775000000004,20.2291675057494,"sea",list(c(116.75, 116.75, 116.8, 116.8, 116.75, 20.2083333333333, 20.25, 20.25, 20.2083333333333, 20.2083333333333)),"建議優先填補"
