"taxaSubGroup","year","month","occCount"
"Algae","","",3395
"Algae","1884","1",1
"Algae","1951","4",2
"Algae","1951","5",5
"Algae","1951","7",3
"Algae","1952","3",2
"Algae","1957","12",1
"Algae","1958","7",1
"Algae","1962","2",7
"Algae","1962","4",1
"Algae","1966","7",3
"Algae","1968","9",4
"Algae","1968","10",2
"Algae","1970","1",1
"Algae","1970","4",3
"Algae","1970","5",2
"Algae","1970","6",1
"Algae","1971","3",12
"Algae","1971","4",3
"Algae","1971","10",3
"Algae","1972","2",2
"Algae","1972","4",3
"Algae","1972","5",1
"Algae","1972","9",1
"Algae","1973","4",4
"Algae","1973","9",1
"Algae","1975","8",1
"Algae","1975","11",1
"Algae","1976","2",3
"Algae","1976","3",2
"Algae","1976","6",22
"Algae","1976","12",1
"Algae","1978","1",2
"Algae","1978","10",2
"Algae","1993","11",1
"Algae","1994","7",1
"Algae","1996","11",1
"Algae","2001","10",12
"Algae","2002","2",2
"Algae","2002","4",10
"Algae","2002","8",2
"Algae","2002","10",2
"Algae","2002","11",2
"Algae","2002","12",1
"Algae","2003","1",4
"Algae","2003","3",4
"Algae","2003","4",2
"Algae","2003","11",1
"Algae","2004","1",1
"Algae","2004","4",2
"Algae","2004","6",14
"Algae","2004","8",13
"Algae","2004","12",31
"Algae","2005","1",21
"Algae","2005","2",1
"Algae","2005","3",2
"Algae","2005","4",2
"Algae","2005","5",1
"Algae","2005","6",2
"Algae","2005","8",1
"Algae","2005","10",59
"Algae","2005","12",67
"Algae","2006","1",3
"Algae","2006","2",54
"Algae","2006","3",3
"Algae","2006","4",5
"Algae","2006","5",84
"Algae","2006","7",2
"Algae","2007","5",2
"Algae","2007","12",2
"Algae","2008","3",3
"Algae","2008","5",1
"Algae","2009","2",7
"Algae","2009","3",1
"Algae","2009","4",1
"Algae","2009","5",9
"Algae","2009","6",3
"Algae","2009","7",2
"Algae","2009","8",2
"Algae","2009","9",4
"Algae","2009","10",23
"Algae","2009","12",41
"Algae","2010","2",1
"Algae","2010","3",41
"Algae","2010","4",23
"Algae","2010","5",15
"Algae","2010","6",35
"Algae","2010","7",11
"Algae","2010","8",10
"Algae","2010","9",12
"Algae","2010","10",22
"Algae","2010","11",17
"Algae","2010","12",17
"Algae","2012","1",15
"Algae","2012","2",14
"Algae","2012","3",23
"Algae","2012","4",20
"Algae","2012","5",49
"Algae","2012","6",21
"Algae","2012","7",46
"Algae","2012","8",12
"Algae","2012","9",26
"Algae","2012","10",21
"Algae","2012","11",45
"Algae","2012","12",15
"Algae","2013","4",1
"Algae","2013","7",1
"Algae","2013","8",4
"Algae","2013","9",16
"Algae","2013","10",2
"Algae","2013","11",50
"Algae","2013","12",32
"Algae","2014","1",50
"Algae","2014","2",66
"Algae","2014","3",4
"Algae","2014","4",116
"Algae","2014","6",33
"Algae","2014","7",6
"Algae","2014","8",75
"Algae","2014","9",4
"Algae","2014","10",8
"Algae","2014","11",6
"Algae","2014","12",6
"Algae","2015","1",2
"Algae","2015","2",57
"Algae","2015","4",5
"Algae","2015","6",17
"Algae","2015","7",18
"Algae","2015","8",53
"Algae","2015","9",52
"Algae","2015","10",65
"Algae","2015","11",26
"Algae","2015","12",73
"Algae","2016","1",9
"Algae","2016","2",10
"Algae","2016","3",30
"Algae","2016","4",29
"Algae","2016","5",33
"Algae","2016","6",35
"Algae","2016","7",39
"Algae","2016","8",42
"Algae","2016","9",21
"Algae","2016","10",21
"Algae","2016","11",25
"Algae","2016","12",8
"Algae","2017","1",36
"Algae","2017","2",51
"Algae","2017","3",40
"Algae","2017","4",37
"Algae","2017","5",58
"Algae","2017","7",35
"Algae","2017","8",11
"Algae","2017","10",12
"Algae","2017","11",20
"Algae","2017","12",2
"Algae","2018","1",52
"Algae","2018","4",64
"Algae","2018","6",1
"Algae","2018","7",61
"Algae","2018","9",27
"Algae","2018","11",6
"Algae","2019","2",1
"Algae","2019","3",21
"Algae","2019","4",2
"Algae","2020","1",1
"Algae","2020","2",1
"Algae","2020","3",12
"Algae","2020","4",3
"Algae","2020","5",4
"Algae","2020","6",9
"Algae","2020","7",6
"Algae","2020","9",1
"Algae","2020","12",1
"Algae","2021","2",3
"Algae","2021","3",5
"Algae","2021","4",3
"Algae","2021","5",1
"Algae","2021","6",6
"Algae","2021","7",3
"Algae","2021","8",1
"Algae","2021","9",9
"Algae","2021","10",5
"Algae","2021","11",2
"Algae","2022","1",1
"Algae","2022","2",1
"Algae","2022","3",4
"Algae","2022","4",284
"Algae","2022","5",94
"Algae","2022","6",35
"Algae","2022","7",24
"Algae","2022","8",22
"Algae","2022","9",10
"Algae","2022","11",20
"Algae","2023","1",12
"Algae","2023","3",12
"Algae","2023","4",10
"Algae","2023","5",1
"Algae","2023","6",2
"Algae","2023","7",5
"Algae","2023","9",1
"Algae","2023","10",3
"Algae","2023","11",4
"Algae","2023","12",4
"Algae","2024","2",2
"Algae","2024","3",5
"Algae","2024","4",1
"Algae","2024","6",1
"Amphibians","","",250969
"Amphibians","0006","7",31
"Amphibians","1903","3",1
"Amphibians","1908","5",22
"Amphibians","1909","1",1
"Amphibians","1909","3",1365
"Amphibians","1909","4",232
"Amphibians","1910","4",7
"Amphibians","1910","6",6
"Amphibians","1911","1",2
"Amphibians","1926","1",1
"Amphibians","1932","3",1
"Amphibians","1934","5",10
"Amphibians","1934","6",6
"Amphibians","1934","7",3
"Amphibians","1934","8",2
"Amphibians","1935","5",1
"Amphibians","1936","6",1
"Amphibians","1946","8",2
"Amphibians","1953","5",1
"Amphibians","1958","1",8
"Amphibians","1958","3",36
"Amphibians","1961","6",1
"Amphibians","1961","7",2
"Amphibians","1970","1",4
"Amphibians","1976","3",10
"Amphibians","1980","1",1
"Amphibians","1983","1",1
"Amphibians","1983","8",1
"Amphibians","1984","5",7
"Amphibians","1984","7",12
"Amphibians","1984","8",3
"Amphibians","1984","10",6
"Amphibians","1984","11",8
"Amphibians","1985","8",5
"Amphibians","1985","9",3
"Amphibians","1986","1",24
"Amphibians","1986","2",11
"Amphibians","1986","3",8
"Amphibians","1986","4",30
"Amphibians","1986","5",29
"Amphibians","1986","6",31
"Amphibians","1986","8",2
"Amphibians","1986","9",7
"Amphibians","1986","12",5
"Amphibians","1987","3",10
"Amphibians","1987","4",5
"Amphibians","1987","5",1
"Amphibians","1987","7",73
"Amphibians","1987","11",3
"Amphibians","1988","3",1
"Amphibians","1988","4",46
"Amphibians","1988","5",2
"Amphibians","1988","6",12
"Amphibians","1988","8",6
"Amphibians","1988","9",3
"Amphibians","1988","10",1
"Amphibians","1988","11",1
"Amphibians","1989","1",3
"Amphibians","1989","2",1
"Amphibians","1989","3",1
"Amphibians","1989","4",5
"Amphibians","1989","6",6
"Amphibians","1989","7",137
"Amphibians","1989","8",87
"Amphibians","1989","10",1
"Amphibians","1990","2",3
"Amphibians","1990","4",1
"Amphibians","1990","6",62
"Amphibians","1990","7",113
"Amphibians","1990","8",193
"Amphibians","1990","9",145
"Amphibians","1990","10",194
"Amphibians","1990","11",40
"Amphibians","1990","12",15
"Amphibians","1991","1",43
"Amphibians","1991","2",14
"Amphibians","1991","3",53
"Amphibians","1991","4",159
"Amphibians","1991","5",72
"Amphibians","1991","6",7
"Amphibians","1991","7",21
"Amphibians","1991","8",44
"Amphibians","1991","11",27
"Amphibians","1992","1",8
"Amphibians","1992","4",2
"Amphibians","1992","5",1
"Amphibians","1992","8",1
"Amphibians","1992","10",10
"Amphibians","1992","11",16
"Amphibians","1992","12",1
"Amphibians","1993","2",2
"Amphibians","1993","3",1
"Amphibians","1993","4",4
"Amphibians","1993","5",1
"Amphibians","1993","6",37
"Amphibians","1993","11",28
"Amphibians","1994","5",5
"Amphibians","1994","8",8
"Amphibians","1994","9",1
"Amphibians","1995","7",19
"Amphibians","1995","8",52
"Amphibians","1995","10",9
"Amphibians","1996","1",6
"Amphibians","1996","3",4
"Amphibians","1996","4",51
"Amphibians","1997","7",2
"Amphibians","1999","1",1
"Amphibians","1999","5",1
"Amphibians","1999","11",1
"Amphibians","1999","12",1
"Amphibians","2000","1",9
"Amphibians","2000","6",5
"Amphibians","2000","10",5
"Amphibians","2001","3",1
"Amphibians","2001","6",1
"Amphibians","2002","2",1
"Amphibians","2002","3",5
"Amphibians","2002","6",51
"Amphibians","2002","7",72
"Amphibians","2002","8",41
"Amphibians","2002","9",40
"Amphibians","2002","10",68
"Amphibians","2002","11",37
"Amphibians","2003","1",18
"Amphibians","2003","3",56
"Amphibians","2003","4",92
"Amphibians","2003","5",34
"Amphibians","2003","6",2
"Amphibians","2003","7",78
"Amphibians","2003","8",51
"Amphibians","2003","10",22
"Amphibians","2003","11",48
"Amphibians","2004","1",57
"Amphibians","2004","4",34
"Amphibians","2004","6",53
"Amphibians","2004","7",25
"Amphibians","2004","8",28
"Amphibians","2004","9",55
"Amphibians","2004","10",39
"Amphibians","2004","11",2
"Amphibians","2004","12",47
"Amphibians","2005","1",64
"Amphibians","2005","2",179
"Amphibians","2005","3",288
"Amphibians","2005","4",155
"Amphibians","2005","5",182
"Amphibians","2005","6",84
"Amphibians","2005","7",210
"Amphibians","2005","8",58
"Amphibians","2005","9",150
"Amphibians","2005","10",250
"Amphibians","2005","11",94
"Amphibians","2005","12",112
"Amphibians","2006","1",137
"Amphibians","2006","2",302
"Amphibians","2006","3",414
"Amphibians","2006","4",573
"Amphibians","2006","5",732
"Amphibians","2006","6",644
"Amphibians","2006","7",858
"Amphibians","2006","8",922
"Amphibians","2006","9",732
"Amphibians","2006","10",528
"Amphibians","2006","11",485
"Amphibians","2006","12",338
"Amphibians","2007","1",90
"Amphibians","2007","2",110
"Amphibians","2007","3",214
"Amphibians","2007","4",133
"Amphibians","2007","5",258
"Amphibians","2007","6",173
"Amphibians","2007","7",348
"Amphibians","2007","8",240
"Amphibians","2007","9",128
"Amphibians","2007","10",241
"Amphibians","2007","11",229
"Amphibians","2007","12",77
"Amphibians","2008","1",221
"Amphibians","2008","2",20
"Amphibians","2008","3",98
"Amphibians","2008","4",541
"Amphibians","2008","5",103
"Amphibians","2008","6",40
"Amphibians","2008","7",214
"Amphibians","2008","8",66
"Amphibians","2008","9",22
"Amphibians","2008","10",187
"Amphibians","2008","11",2
"Amphibians","2008","12",62
"Amphibians","2009","1",716
"Amphibians","2009","2",12
"Amphibians","2009","3",103
"Amphibians","2009","4",392
"Amphibians","2009","5",108
"Amphibians","2009","6",113
"Amphibians","2009","7",159
"Amphibians","2009","8",69
"Amphibians","2009","9",207
"Amphibians","2009","10",255
"Amphibians","2009","11",15
"Amphibians","2009","12",82
"Amphibians","2010","1",218
"Amphibians","2010","2",84
"Amphibians","2010","3",205
"Amphibians","2010","4",529
"Amphibians","2010","5",149
"Amphibians","2010","6",350
"Amphibians","2010","7",559
"Amphibians","2010","8",193
"Amphibians","2010","9",166
"Amphibians","2010","10",300
"Amphibians","2010","11",9
"Amphibians","2010","12",187
"Amphibians","2011","1",183
"Amphibians","2011","2",147
"Amphibians","2011","3",263
"Amphibians","2011","4",419
"Amphibians","2011","5",290
"Amphibians","2011","6",332
"Amphibians","2011","7",496
"Amphibians","2011","8",301
"Amphibians","2011","9",286
"Amphibians","2011","10",442
"Amphibians","2011","11",187
"Amphibians","2011","12",161
"Amphibians","2012","1",485
"Amphibians","2012","2",475
"Amphibians","2012","3",563
"Amphibians","2012","4",996
"Amphibians","2012","5",855
"Amphibians","2012","6",722
"Amphibians","2012","7",1233
"Amphibians","2012","8",688
"Amphibians","2012","9",774
"Amphibians","2012","10",702
"Amphibians","2012","11",399
"Amphibians","2012","12",497
"Amphibians","2013","1",706
"Amphibians","2013","2",714
"Amphibians","2013","3",957
"Amphibians","2013","4",1114
"Amphibians","2013","5",856
"Amphibians","2013","6",861
"Amphibians","2013","7",935
"Amphibians","2013","8",563
"Amphibians","2013","9",582
"Amphibians","2013","10",568
"Amphibians","2013","11",465
"Amphibians","2013","12",337
"Amphibians","2014","1",1268
"Amphibians","2014","2",969
"Amphibians","2014","3",1892
"Amphibians","2014","4",3672
"Amphibians","2014","5",2724
"Amphibians","2014","6",2380
"Amphibians","2014","7",3361
"Amphibians","2014","8",3062
"Amphibians","2014","9",2236
"Amphibians","2014","10",2361
"Amphibians","2014","11",1398
"Amphibians","2014","12",1008
"Amphibians","2015","1",1817
"Amphibians","2015","2",1335
"Amphibians","2015","3",1877
"Amphibians","2015","4",3629
"Amphibians","2015","5",2777
"Amphibians","2015","6",2497
"Amphibians","2015","7",3739
"Amphibians","2015","8",2362
"Amphibians","2015","9",1766
"Amphibians","2015","10",3148
"Amphibians","2015","11",1839
"Amphibians","2015","12",1258
"Amphibians","2016","1",3022
"Amphibians","2016","2",1451
"Amphibians","2016","3",2281
"Amphibians","2016","4",5433
"Amphibians","2016","5",4214
"Amphibians","2016","6",3387
"Amphibians","2016","7",4515
"Amphibians","2016","8",3348
"Amphibians","2016","9",2167
"Amphibians","2016","10",3633
"Amphibians","2016","11",1906
"Amphibians","2016","12",1309
"Amphibians","2017","1",2684
"Amphibians","2017","2",1797
"Amphibians","2017","3",2542
"Amphibians","2017","4",5715
"Amphibians","2017","5",3695
"Amphibians","2017","6",3584
"Amphibians","2017","7",4615
"Amphibians","2017","8",3535
"Amphibians","2017","9",2530
"Amphibians","2017","10",3489
"Amphibians","2017","11",2046
"Amphibians","2017","12",962
"Amphibians","2018","1",2176
"Amphibians","2018","2",1281
"Amphibians","2018","3",1910
"Amphibians","2018","4",4588
"Amphibians","2018","5",3694
"Amphibians","2018","6",4274
"Amphibians","2018","7",5024
"Amphibians","2018","8",3110
"Amphibians","2018","9",2410
"Amphibians","2018","10",2590
"Amphibians","2018","11",1961
"Amphibians","2018","12",1301
"Amphibians","2019","1",2411
"Amphibians","2019","2",1328
"Amphibians","2019","3",2028
"Amphibians","2019","4",5597
"Amphibians","2019","5",3087
"Amphibians","2019","6",4521
"Amphibians","2019","7",5569
"Amphibians","2019","8",2879
"Amphibians","2019","9",1707
"Amphibians","2019","10",2958
"Amphibians","2019","11",1141
"Amphibians","2019","12",938
"Amphibians","2020","1",2208
"Amphibians","2020","2",1778
"Amphibians","2020","3",2183
"Amphibians","2020","4",4871
"Amphibians","2020","5",5130
"Amphibians","2020","6",2816
"Amphibians","2020","7",4837
"Amphibians","2020","8",2053
"Amphibians","2020","9",1792
"Amphibians","2020","10",2590
"Amphibians","2020","11",1249
"Amphibians","2020","12",1153
"Amphibians","2021","1",1872
"Amphibians","2021","2",1542
"Amphibians","2021","3",2280
"Amphibians","2021","4",4753
"Amphibians","2021","5",2608
"Amphibians","2021","6",1495
"Amphibians","2021","7",3839
"Amphibians","2021","8",4006
"Amphibians","2021","9",1777
"Amphibians","2021","10",3586
"Amphibians","2021","11",1597
"Amphibians","2021","12",277
"Amphibians","2022","1",191
"Amphibians","2022","2",1323
"Amphibians","2022","3",689
"Amphibians","2022","4",1383
"Amphibians","2022","5",832
"Amphibians","2022","6",1440
"Amphibians","2022","7",987
"Amphibians","2022","8",1628
"Amphibians","2022","9",640
"Amphibians","2022","10",704
"Amphibians","2022","11",378
"Amphibians","2022","12",527
"Amphibians","2023","1",245
"Amphibians","2023","2",272
"Amphibians","2023","3",537
"Amphibians","2023","4",1341
"Amphibians","2023","5",1050
"Amphibians","2023","6",860
"Amphibians","2023","7",824
"Amphibians","2023","8",990
"Amphibians","2023","9",569
"Amphibians","2023","10",630
"Amphibians","2023","11",395
"Amphibians","2023","12",327
"Amphibians","2024","1",243
"Amphibians","2024","2",373
"Amphibians","2024","3",469
"Amphibians","2024","4",1218
"Amphibians","2024","5",713
"Amphibians","2024","6",197
"Angiosperms","","",755225
"Angiosperms","0130","7",1
"Angiosperms","0133","7",1
"Angiosperms","0172","10",1
"Angiosperms","0190","12",1
"Angiosperms","0193","11",1
"Angiosperms","0929","8",1
"Angiosperms","0954","8",1
"Angiosperms","0967","10",1
"Angiosperms","0969","3",1
"Angiosperms","0972","10",1
"Angiosperms","0986","7",2
"Angiosperms","0987","7",1
"Angiosperms","0987","12",1
"Angiosperms","1029","8",1
"Angiosperms","1038","4",1
"Angiosperms","1060","9",1
"Angiosperms","1068","8",1
"Angiosperms","1071","8",1
"Angiosperms","1397","8",1
"Angiosperms","1529","4",1
"Angiosperms","1529","8",1
"Angiosperms","1832","5",1
"Angiosperms","1832","7",1
"Angiosperms","1832","11",1
"Angiosperms","1835","11",1
"Angiosperms","1837","7",1
"Angiosperms","1856","8",1
"Angiosperms","1858","4",1
"Angiosperms","1862","1",1
"Angiosperms","1863","11",1
"Angiosperms","1864","1",12
"Angiosperms","1864","4",2
"Angiosperms","1866","4",1
"Angiosperms","1871","6",2
"Angiosperms","1872","9",1
"Angiosperms","1873","11",1
"Angiosperms","1877","10",1
"Angiosperms","1878","11",1
"Angiosperms","1881","4",1
"Angiosperms","1887","1",1
"Angiosperms","1888","1",3
"Angiosperms","1889","5",1
"Angiosperms","1893","7",1
"Angiosperms","1893","8",4
"Angiosperms","1895","1",1
"Angiosperms","1896","11",1
"Angiosperms","1896","12",1
"Angiosperms","1898","1",1
"Angiosperms","1898","3",1
"Angiosperms","1899","11",1
"Angiosperms","1900","1",7014
"Angiosperms","1901","5",1
"Angiosperms","1903","1",1
"Angiosperms","1903","3",1
"Angiosperms","1903","5",24
"Angiosperms","1903","6",18
"Angiosperms","1904","4",1
"Angiosperms","1905","2",1
"Angiosperms","1905","3",1
"Angiosperms","1905","9",1
"Angiosperms","1905","10",1
"Angiosperms","1906","1",3
"Angiosperms","1906","2",3
"Angiosperms","1906","4",3
"Angiosperms","1906","5",11
"Angiosperms","1906","6",13
"Angiosperms","1906","7",6
"Angiosperms","1906","8",4
"Angiosperms","1906","10",29
"Angiosperms","1906","11",5
"Angiosperms","1906","12",4
"Angiosperms","1907","1",2
"Angiosperms","1907","2",1
"Angiosperms","1907","3",7
"Angiosperms","1907","4",38
"Angiosperms","1907","5",10
"Angiosperms","1907","6",4
"Angiosperms","1907","7",11
"Angiosperms","1907","8",13
"Angiosperms","1907","10",4
"Angiosperms","1907","11",10
"Angiosperms","1907","12",6
"Angiosperms","1908","1",5
"Angiosperms","1908","2",1
"Angiosperms","1908","3",19
"Angiosperms","1908","4",1
"Angiosperms","1908","5",11
"Angiosperms","1908","6",1
"Angiosperms","1908","7",4
"Angiosperms","1908","8",23
"Angiosperms","1908","9",22
"Angiosperms","1908","10",8
"Angiosperms","1908","11",3
"Angiosperms","1908","12",3
"Angiosperms","1909","1",5
"Angiosperms","1909","2",4
"Angiosperms","1909","3",7
"Angiosperms","1909","4",13
"Angiosperms","1909","5",19
"Angiosperms","1909","6",4
"Angiosperms","1909","7",15
"Angiosperms","1909","8",6
"Angiosperms","1909","9",2
"Angiosperms","1909","10",40
"Angiosperms","1909","11",3
"Angiosperms","1909","12",11
"Angiosperms","1910","1",1
"Angiosperms","1910","3",22
"Angiosperms","1910","4",13
"Angiosperms","1910","5",4
"Angiosperms","1910","6",13
"Angiosperms","1910","7",2
"Angiosperms","1910","8",4
"Angiosperms","1910","9",14
"Angiosperms","1910","10",6
"Angiosperms","1910","11",16
"Angiosperms","1910","12",1
"Angiosperms","1911","1",6
"Angiosperms","1911","2",13
"Angiosperms","1911","3",15
"Angiosperms","1911","4",21
"Angiosperms","1911","5",3
"Angiosperms","1911","6",43
"Angiosperms","1911","7",3
"Angiosperms","1911","8",1
"Angiosperms","1911","9",3
"Angiosperms","1911","10",1
"Angiosperms","1911","11",5
"Angiosperms","1911","12",3
"Angiosperms","1912","1",22
"Angiosperms","1912","2",3
"Angiosperms","1912","3",2
"Angiosperms","1912","4",2
"Angiosperms","1912","5",8
"Angiosperms","1912","6",3
"Angiosperms","1912","7",16
"Angiosperms","1912","8",3
"Angiosperms","1912","10",12
"Angiosperms","1912","11",11
"Angiosperms","1912","12",4
"Angiosperms","1913","1",1
"Angiosperms","1913","2",2
"Angiosperms","1913","3",3
"Angiosperms","1913","4",1
"Angiosperms","1913","5",11
"Angiosperms","1913","6",9
"Angiosperms","1913","8",3
"Angiosperms","1913","9",1
"Angiosperms","1913","10",1
"Angiosperms","1913","11",3
"Angiosperms","1913","12",4
"Angiosperms","1914","1",11
"Angiosperms","1914","2",10
"Angiosperms","1914","3",11
"Angiosperms","1914","4",12
"Angiosperms","1914","6",3
"Angiosperms","1914","7",7
"Angiosperms","1914","8",14
"Angiosperms","1914","9",1
"Angiosperms","1914","10",28
"Angiosperms","1914","11",4
"Angiosperms","1914","12",21
"Angiosperms","1915","1",8
"Angiosperms","1915","2",14
"Angiosperms","1915","3",19
"Angiosperms","1915","4",28
"Angiosperms","1915","5",35
"Angiosperms","1915","6",23
"Angiosperms","1915","7",25
"Angiosperms","1915","8",71
"Angiosperms","1915","9",37
"Angiosperms","1915","10",19
"Angiosperms","1915","11",14
"Angiosperms","1915","12",24
"Angiosperms","1916","1",48
"Angiosperms","1916","2",3
"Angiosperms","1916","3",24
"Angiosperms","1916","4",8
"Angiosperms","1916","5",15
"Angiosperms","1916","6",17
"Angiosperms","1916","7",42
"Angiosperms","1916","8",17
"Angiosperms","1916","9",12
"Angiosperms","1916","10",12
"Angiosperms","1916","11",64
"Angiosperms","1916","12",9
"Angiosperms","1917","1",110
"Angiosperms","1917","2",2
"Angiosperms","1917","3",28
"Angiosperms","1917","4",14
"Angiosperms","1917","5",6
"Angiosperms","1917","6",29
"Angiosperms","1917","7",8
"Angiosperms","1917","8",7
"Angiosperms","1917","9",14
"Angiosperms","1917","10",14
"Angiosperms","1917","11",4
"Angiosperms","1917","12",4
"Angiosperms","1918","1",53
"Angiosperms","1918","2",19
"Angiosperms","1918","3",95
"Angiosperms","1918","4",37
"Angiosperms","1918","5",42
"Angiosperms","1918","6",10
"Angiosperms","1918","7",196
"Angiosperms","1918","8",67
"Angiosperms","1918","9",12
"Angiosperms","1918","10",35
"Angiosperms","1918","11",30
"Angiosperms","1918","12",37
"Angiosperms","1919","1",17
"Angiosperms","1919","2",5
"Angiosperms","1919","3",4
"Angiosperms","1919","4",1
"Angiosperms","1919","5",38
"Angiosperms","1919","6",7
"Angiosperms","1919","7",81
"Angiosperms","1919","8",134
"Angiosperms","1919","9",5
"Angiosperms","1919","10",17
"Angiosperms","1919","11",10
"Angiosperms","1919","12",1
"Angiosperms","1920","1",20
"Angiosperms","1920","2",39
"Angiosperms","1920","3",26
"Angiosperms","1920","4",2
"Angiosperms","1920","5",2
"Angiosperms","1920","6",1
"Angiosperms","1920","7",8
"Angiosperms","1920","8",7
"Angiosperms","1920","9",5
"Angiosperms","1920","10",21
"Angiosperms","1920","11",1
"Angiosperms","1920","12",11
"Angiosperms","1921","1",6
"Angiosperms","1921","3",1
"Angiosperms","1921","4",2
"Angiosperms","1921","5",5
"Angiosperms","1921","6",1
"Angiosperms","1921","7",9
"Angiosperms","1921","8",4
"Angiosperms","1921","9",1
"Angiosperms","1921","10",17
"Angiosperms","1921","11",12
"Angiosperms","1921","12",11
"Angiosperms","1922","1",36
"Angiosperms","1922","2",3
"Angiosperms","1922","3",3
"Angiosperms","1922","4",13
"Angiosperms","1922","5",16
"Angiosperms","1922","6",13
"Angiosperms","1922","7",81
"Angiosperms","1922","8",13
"Angiosperms","1922","9",27
"Angiosperms","1922","10",41
"Angiosperms","1922","11",67
"Angiosperms","1922","12",69
"Angiosperms","1923","1",10
"Angiosperms","1923","2",12
"Angiosperms","1923","3",32
"Angiosperms","1923","4",13
"Angiosperms","1923","5",36
"Angiosperms","1923","6",22
"Angiosperms","1923","7",13
"Angiosperms","1923","8",47
"Angiosperms","1923","9",10
"Angiosperms","1923","10",45
"Angiosperms","1923","11",17
"Angiosperms","1923","12",45
"Angiosperms","1924","1",15
"Angiosperms","1924","2",12
"Angiosperms","1924","3",76
"Angiosperms","1924","4",27
"Angiosperms","1924","5",82
"Angiosperms","1924","6",6
"Angiosperms","1924","7",120
"Angiosperms","1924","8",24
"Angiosperms","1924","9",27
"Angiosperms","1924","10",12
"Angiosperms","1924","11",63
"Angiosperms","1924","12",16
"Angiosperms","1925","1",14
"Angiosperms","1925","2",40
"Angiosperms","1925","3",16
"Angiosperms","1925","4",5
"Angiosperms","1925","5",23
"Angiosperms","1925","6",5
"Angiosperms","1925","7",18
"Angiosperms","1925","8",139
"Angiosperms","1925","9",84
"Angiosperms","1925","10",58
"Angiosperms","1925","11",36
"Angiosperms","1925","12",26
"Angiosperms","1926","1",23
"Angiosperms","1926","2",7
"Angiosperms","1926","3",3
"Angiosperms","1926","4",17
"Angiosperms","1926","5",26
"Angiosperms","1926","6",257
"Angiosperms","1926","7",31
"Angiosperms","1926","8",62
"Angiosperms","1926","9",28
"Angiosperms","1926","10",62
"Angiosperms","1926","11",55
"Angiosperms","1926","12",25
"Angiosperms","1927","1",33
"Angiosperms","1927","2",32
"Angiosperms","1927","3",48
"Angiosperms","1927","4",11
"Angiosperms","1927","5",82
"Angiosperms","1927","6",21
"Angiosperms","1927","7",73
"Angiosperms","1927","8",79
"Angiosperms","1927","9",29
"Angiosperms","1927","10",84
"Angiosperms","1927","11",43
"Angiosperms","1927","12",29
"Angiosperms","1928","1",102
"Angiosperms","1928","2",26
"Angiosperms","1928","3",63
"Angiosperms","1928","4",29
"Angiosperms","1928","5",37
"Angiosperms","1928","6",17
"Angiosperms","1928","7",17
"Angiosperms","1928","8",388
"Angiosperms","1928","9",113
"Angiosperms","1928","10",129
"Angiosperms","1928","11",97
"Angiosperms","1928","12",440
"Angiosperms","1929","1",201
"Angiosperms","1929","2",50
"Angiosperms","1929","3",65
"Angiosperms","1929","4",558
"Angiosperms","1929","5",379
"Angiosperms","1929","6",90
"Angiosperms","1929","7",628
"Angiosperms","1929","8",1096
"Angiosperms","1929","9",986
"Angiosperms","1929","10",390
"Angiosperms","1929","11",109
"Angiosperms","1929","12",164
"Angiosperms","1930","1",201
"Angiosperms","1930","2",73
"Angiosperms","1930","3",371
"Angiosperms","1930","4",510
"Angiosperms","1930","5",173
"Angiosperms","1930","6",133
"Angiosperms","1930","7",879
"Angiosperms","1930","8",178
"Angiosperms","1930","9",360
"Angiosperms","1930","10",286
"Angiosperms","1930","11",105
"Angiosperms","1930","12",391
"Angiosperms","1931","1",64
"Angiosperms","1931","2",27
"Angiosperms","1931","3",102
"Angiosperms","1931","4",129
"Angiosperms","1931","5",105
"Angiosperms","1931","6",157
"Angiosperms","1931","7",488
"Angiosperms","1931","8",419
"Angiosperms","1931","9",143
"Angiosperms","1931","10",369
"Angiosperms","1931","11",337
"Angiosperms","1931","12",411
"Angiosperms","1932","1",217
"Angiosperms","1932","2",39
"Angiosperms","1932","3",203
"Angiosperms","1932","4",297
"Angiosperms","1932","5",570
"Angiosperms","1932","6",299
"Angiosperms","1932","7",1617
"Angiosperms","1932","8",678
"Angiosperms","1932","9",126
"Angiosperms","1932","10",309
"Angiosperms","1932","11",613
"Angiosperms","1932","12",147
"Angiosperms","1933","1",209
"Angiosperms","1933","2",98
"Angiosperms","1933","3",48
"Angiosperms","1933","4",289
"Angiosperms","1933","5",189
"Angiosperms","1933","6",585
"Angiosperms","1933","7",735
"Angiosperms","1933","8",622
"Angiosperms","1933","9",132
"Angiosperms","1933","10",284
"Angiosperms","1933","11",84
"Angiosperms","1933","12",194
"Angiosperms","1934","1",95
"Angiosperms","1934","2",35
"Angiosperms","1934","3",104
"Angiosperms","1934","4",113
"Angiosperms","1934","5",83
"Angiosperms","1934","6",74
"Angiosperms","1934","7",371
"Angiosperms","1934","8",37
"Angiosperms","1934","9",65
"Angiosperms","1934","10",526
"Angiosperms","1934","11",279
"Angiosperms","1934","12",220
"Angiosperms","1935","1",63
"Angiosperms","1935","2",80
"Angiosperms","1935","3",11
"Angiosperms","1935","4",58
"Angiosperms","1935","5",136
"Angiosperms","1935","6",78
